state,name,localid,year,et,eu,es,e4,e3,e2,e1
MA,newburyport,02040000,2016,197,0,0,24,169,3,1
MA,newburyport,02040000,2017,193,2,191,NA,NA,NA,NA
MA,newburyport,02040000,2018,199,4,0,41,152,2,0
MA,newton,02070000,2013,1048,107,0,4,921,13,3
MA,newton,02070000,2014,1101,20,0,25,1030,22,4
MA,newton,02070000,2015,1134,81,0,5,1025,23,0
MA,newton,02070000,2016,1174,93,0,67,988,26,0
MA,newton,02070000,2017,1160,274,0,82,791,12,1
MA,newton,02070000,2018,1148,608,0,48,479,13,0
MA,norfolk,02080000,2013,70,4,66,NA,NA,NA,NA
MA,norfolk,02080000,2014,70,1,69,NA,NA,NA,NA
MA,norfolk,02080000,2015,72,3,0,12,55,2,0
MA,norfolk,02080000,2016,73,0,0,23,50,0,0
MA,norfolk,02080000,2017,75,0,75,NA,NA,NA,NA
MA,norfolk,02080000,2018,79,1,78,NA,NA,NA,NA
MA,north adams,02090000,2013,154,64,90,NA,NA,NA,NA
MA,north adams,02090000,2014,151,15,136,NA,NA,NA,NA
MA,north adams,02090000,2015,130,22,108,NA,NA,NA,NA
MA,north adams,02090000,2016,127,12,0,23,83,8,1
MA,north adams,02090000,2017,123,10,0,4,99,10,0
MA,north adams,02090000,2018,125,0,125,NA,NA,NA,NA
MA,northampton,02100000,2013,215,125,90,NA,NA,NA,NA
MA,northampton,02100000,2014,224,13,0,18,187,5,1
MA,northampton,02100000,2015,229,8,0,43,170,8,0
MA,northampton,02100000,2016,232,6,0,71,146,8,1
MA,northampton,02100000,2017,236,9,0,56,160,11,0
MA,northampton,02100000,2018,238,6,0,52,167,12,1
MA,north andover,02110000,2013,298,98,0,11,187,2,0
MA,north andover,02110000,2014,293,2,291,NA,NA,NA,NA
MA,north andover,02110000,2015,307,8,0,31,267,1,0
MA,north andover,02110000,2016,301,5,0,40,252,4,0
MA,north andover,02110000,2017,305,9,0,24,262,7,3
MA,north andover,02110000,2018,305,0,0,39,262,4,0
MA,north attleborough,02120000,2013,290,137,0,6,144,2,1
MA,north attleborough,02120000,2014,291,1,0,22,260,7,1
MA,north attleborough,02120000,2015,293,1,0,25,266,1,0
MA,north attleborough,02120000,2016,286,2,0,23,258,2,1
MA,north attleborough,02120000,2017,292,5,0,33,252,1,1
MA,north attleborough,02120000,2018,288,6,0,46,228,8,0
MA,northborough,02130000,2013,NA,NA,NA,NA,NA,NA,NA
MA,northborough,02130000,2014,149,76,73,NA,NA,NA,NA
MA,northborough,02130000,2015,148,1,147,NA,NA,NA,NA
MA,northborough,02130000,2016,145,5,140,NA,NA,NA,NA
MA,northborough,02130000,2017,148,2,146,NA,NA,NA,NA
MA,northborough,02130000,2018,126,4,122,NA,NA,NA,NA
MA,northbridge,02140000,2013,182,14,0,1,160,7,0
MA,northbridge,02140000,2014,182,5,0,6,164,6,1
MA,northbridge,02140000,2015,169,2,0,6,148,13,0
MA,northbridge,02140000,2016,166,4,0,12,145,4,1
MA,northbridge,02140000,2017,169,7,0,12,144,6,0
MA,northbridge,02140000,2018,163,3,0,28,123,9,0
MA,north brookfield,02150000,2013,49,18,0,0,27,4,0
MA,north brookfield,02150000,2014,47,9,38,NA,NA,NA,NA
MA,north brookfield,02150000,2015,42,1,41,NA,NA,NA,NA
MA,north brookfield,02150000,2016,45,0,45,NA,NA,NA,NA
MA,north brookfield,02150000,2017,43,3,40,NA,NA,NA,NA
MA,north brookfield,02150000,2018,46,1,45,NA,NA,NA,NA
MA,north reading,02170000,2013,NA,NA,NA,NA,NA,NA,NA
MA,north reading,02170000,2014,207,98,109,NA,NA,NA,NA
MA,north reading,02170000,2015,209,3,206,NA,NA,NA,NA
MA,north reading,02170000,2016,202,5,0,5,192,0,0
MA,north reading,02170000,2017,203,3,0,15,184,1,0
MA,north reading,02170000,2018,206,4,0,8,191,3,0
MA,norton,02180000,2013,193,134,59,NA,NA,NA,NA
MA,norton,02180000,2014,195,13,182,NA,NA,NA,NA
MA,norton,02180000,2015,198,0,198,NA,NA,NA,NA
MA,norton,02180000,2016,197,5,192,NA,NA,NA,NA
MA,norton,02180000,2017,193,4,189,NA,NA,NA,NA
MA,norton,02180000,2018,189,0,0,14,173,2,0
MA,norwell,02190000,2013,NA,NA,NA,NA,NA,NA,NA
MA,norwell,02190000,2014,159,0,159,NA,NA,NA,NA
MA,norwell,02190000,2015,163,2,161,NA,NA,NA,NA
MA,norwell,02190000,2016,169,0,169,NA,NA,NA,NA
MA,norwell,02190000,2017,166,1,165,NA,NA,NA,NA
MA,norwell,02190000,2018,167,2,165,NA,NA,NA,NA
MA,norwood,02200000,2013,NA,NA,NA,NA,NA,NA,NA
MA,norwood,02200000,2014,288,153,135,NA,NA,NA,NA
MA,norwood,02200000,2015,285,0,0,28,245,12,0
MA,norwood,02200000,2016,282,1,0,23,251,7,0
MA,norwood,02200000,2017,279,1,0,29,242,7,0
MA,norwood,02200000,2018,277,2,0,29,242,4,0
MA,oak bluffs,02210000,2013,56,41,15,NA,NA,NA,NA
MA,oak bluffs,02210000,2014,56,3,53,NA,NA,NA,NA
MA,oak bluffs,02210000,2015,56,5,51,NA,NA,NA,NA
MA,oak bluffs,02210000,2016,56,2,0,2,51,1,0
MA,oak bluffs,02210000,2017,54,0,0,9,44,1,0
MA,oak bluffs,02210000,2018,56,0,0,10,45,1,0
MA,orange,02230000,2013,43,0,43,NA,NA,NA,NA
MA,orange,02230000,2014,45,21,24,NA,NA,NA,NA
MA,orange,02230000,2015,43,0,43,NA,NA,NA,NA
MA,orange,02230000,2016,45,0,45,NA,NA,NA,NA
MA,orange,02230000,2017,49,4,45,NA,NA,NA,NA
MA,orange,02230000,2018,45,1,44,NA,NA,NA,NA
MA,orleans,02240000,2013,27,14,13,NA,NA,NA,NA
MA,orleans,02240000,2014,29,2,27,NA,NA,NA,NA
MA,orleans,02240000,2015,29,0,29,NA,NA,NA,NA
MA,orleans,02240000,2016,27,0,27,NA,NA,NA,NA
MA,orleans,02240000,2017,26,1,0,22,3,0,0
MA,orleans,02240000,2018,26,0,26,NA,NA,NA,NA
MA,oxford,02260000,2013,138,96,42,NA,NA,NA,NA
MA,oxford,02260000,2014,137,0,0,33,93,11,0
MA,oxford,02260000,2015,136,2,0,16,99,18,1
MA,oxford,02260000,2016,137,2,0,13,105,15,2
MA,oxford,02260000,2017,135,14,0,5,102,13,1
MA,oxford,02260000,2018,128,3,125,NA,NA,NA,NA
MA,palmer,02270000,2013,118,61,57,NA,NA,NA,NA
MA,palmer,02270000,2014,119,3,0,3,110,3,0
MA,palmer,02270000,2015,114,0,0,2,108,3,1
MA,palmer,02270000,2016,121,0,0,4,109,8,0
MA,palmer,02270000,2017,120,0,120,NA,NA,NA,NA
MA,palmer,02270000,2018,119,0,119,NA,NA,NA,NA
MA,peabody,02290000,2013,443,31,412,NA,NA,NA,NA
MA,peabody,02290000,2014,448,16,432,NA,NA,NA,NA
MA,peabody,02290000,2015,444,2,442,NA,NA,NA,NA
MA,peabody,02290000,2016,443,4,0,65,371,2,1
MA,peabody,02290000,2017,447,5,0,78,358,6,0
MA,peabody,02290000,2018,454,0,0,50,403,1,0
MA,pelham,02300000,2013,17,4,0,0,12,0,1
MA,pelham,02300000,2014,18,1,17,NA,NA,NA,NA
MA,pelham,02300000,2015,16,0,16,NA,NA,NA,NA
MA,pelham,02300000,2016,15,0,15,NA,NA,NA,NA
MA,pelham,02300000,2017,16,0,16,NA,NA,NA,NA
MA,pelham,02300000,2018,16,0,16,NA,NA,NA,NA
MA,pembroke,02310000,2013,NA,NA,NA,NA,NA,NA,NA
MA,pembroke,02310000,2014,204,13,0,20,170,1,0
MA,pembroke,02310000,2015,205,12,0,34,153,5,1
MA,pembroke,02310000,2016,205,13,192,NA,NA,NA,NA
MA,pembroke,02310000,2017,202,4,0,38,151,8,1
MA,pembroke,02310000,2018,208,2,206,NA,NA,NA,NA
MA,petersham,02340000,2013,11,0,11,NA,NA,NA,NA
MA,petersham,02340000,2014,13,0,13,NA,NA,NA,NA
MA,petersham,02340000,2015,12,4,8,NA,NA,NA,NA
MA,petersham,02340000,2016,12,0,12,NA,NA,NA,NA
MA,petersham,02340000,2017,12,1,11,NA,NA,NA,NA
MA,petersham,02340000,2018,12,4,8,NA,NA,NA,NA
MA,pittsfield,02360000,2013,484,NA,NA,NA,NA,NA,NA
MA,pittsfield,02360000,2014,492,77,415,NA,NA,NA,NA
MA,pittsfield,02360000,2015,486,35,451,NA,NA,NA,NA
MA,pittsfield,02360000,2016,469,18,451,NA,NA,NA,NA
MA,pittsfield,02360000,2017,473,16,0,14,419,19,5
MA,pittsfield,02360000,2018,462,23,0,11,393,33,2
MA,plainville,02380000,2013,55,21,34,NA,NA,NA,NA
MA,plainville,02380000,2014,55,0,55,NA,NA,NA,NA
MA,plainville,02380000,2015,53,0,53,NA,NA,NA,NA
MA,plainville,02380000,2016,53,0,53,NA,NA,NA,NA
MA,plainville,02380000,2017,45,0,45,NA,NA,NA,NA
MA,plainville,02380000,2018,52,0,52,NA,NA,NA,NA
MA,plymouth,02390000,2013,NA,NA,NA,NA,NA,NA,NA
MA,plymouth,02390000,2014,641,358,283,NA,NA,NA,NA
MA,plymouth,02390000,2015,623,192,431,NA,NA,NA,NA
MA,plymouth,02390000,2016,649,63,0,77,497,9,3
MA,plymouth,02390000,2017,650,28,0,89,519,14,0
MA,plymouth,02390000,2018,654,20,0,97,508,29,0
MA,plympton,02400000,2013,17,6,11,NA,NA,NA,NA
MA,plympton,02400000,2014,17,0,17,NA,NA,NA,NA
MA,plympton,02400000,2015,19,0,19,NA,NA,NA,NA
MA,plympton,02400000,2016,19,0,19,NA,NA,NA,NA
MA,plympton,02400000,2017,21,0,21,NA,NA,NA,NA
MA,plympton,02400000,2018,20,0,20,NA,NA,NA,NA
MA,provincetown,02420000,2013,NA,NA,NA,NA,NA,NA,NA
MA,provincetown,02420000,2014,20,3,17,NA,NA,NA,NA
MA,provincetown,02420000,2015,19,0,19,NA,NA,NA,NA
MA,provincetown,02420000,2016,20,0,20,NA,NA,NA,NA
MA,provincetown,02420000,2017,19,0,19,NA,NA,NA,NA
MA,provincetown,02420000,2018,20,0,20,NA,NA,NA,NA
MA,quincy,02430000,2013,NA,NA,NA,NA,NA,NA,NA
MA,quincy,02430000,2014,698,375,323,NA,NA,NA,NA
MA,quincy,02430000,2015,709,279,430,NA,NA,NA,NA
MA,quincy,02430000,2016,697,5,692,NA,NA,NA,NA
MA,quincy,02430000,2017,712,6,0,40,649,16,1
MA,quincy,02430000,2018,707,4,0,36,655,12,0
MA,randolph,02440000,2013,248,127,0,9,83,28,1
MA,randolph,02440000,2014,254,30,0,12,176,33,3
MA,randolph,02440000,2015,265,41,0,22,154,46,2
MA,randolph,02440000,2016,251,22,0,18,174,32,5
MA,randolph,02440000,2017,247,14,0,30,187,15,1
MA,randolph,02440000,2018,254,9,0,38,187,18,2
MA,reading,02460000,2013,323,6,0,49,257,11,0
MA,reading,02460000,2014,323,5,0,70,244,4,0
MA,reading,02460000,2015,330,10,0,65,251,4,0
MA,reading,02460000,2016,331,6,0,85,235,4,1
MA,reading,02460000,2017,325,2,0,40,275,8,0
MA,reading,02460000,2018,323,4,0,47,265,7,0
MA,revere,02480000,2013,499,7,492,NA,NA,NA,NA
MA,revere,02480000,2014,516,18,0,17,459,20,2
MA,revere,02480000,2015,521,17,0,18,462,22,2
MA,revere,02480000,2016,533,14,0,27,459,32,1
MA,revere,02480000,2017,528,3,525,NA,NA,NA,NA
MA,revere,02480000,2018,546,2,0,35,465,43,1
MA,richmond,02490000,2013,NA,NA,NA,NA,NA,NA,NA
MA,richmond,02490000,2014,22,0,22,NA,NA,NA,NA
MA,richmond,02490000,2015,22,3,19,NA,NA,NA,NA
MA,richmond,02490000,2016,22,0,22,NA,NA,NA,NA
MA,richmond,02490000,2017,23,0,23,NA,NA,NA,NA
MA,richmond,02490000,2018,23,0,23,NA,NA,NA,NA
MA,rochester,02500000,2013,36,NA,NA,NA,NA,NA,NA
MA,rochester,02500000,2014,34,0,34,NA,NA,NA,NA
MA,rochester,02500000,2015,34,0,34,NA,NA,NA,NA
MA,rochester,02500000,2016,35,0,35,NA,NA,NA,NA
MA,rochester,02500000,2017,34,0,34,NA,NA,NA,NA
MA,rochester,02500000,2018,39,1,0,0,36,2,0
MA,rockland,02510000,2013,158,48,110,NA,NA,NA,NA
MA,rockland,02510000,2014,141,123,18,NA,NA,NA,NA
MA,rockland,02510000,2015,152,47,105,NA,NA,NA,NA
MA,rockland,02510000,2016,150,12,138,NA,NA,NA,NA
MA,rockland,02510000,2017,175,9,166,NA,NA,NA,NA
MA,rockland,02510000,2018,187,1,186,NA,NA,NA,NA
MA,rockport,02520000,2013,NA,NA,NA,NA,NA,NA,NA
MA,rockport,02520000,2014,87,39,48,NA,NA,NA,NA
MA,rockport,02520000,2015,88,0,88,NA,NA,NA,NA
MA,rockport,02520000,2016,93,0,93,NA,NA,NA,NA
MA,rockport,02520000,2017,93,3,0,4,83,3,0
MA,rockport,02520000,2018,91,5,86,NA,NA,NA,NA
MA,rowe,02530000,2013,NA,NA,NA,NA,NA,NA,NA
MA,rowe,02530000,2014,12,1,11,NA,NA,NA,NA
MA,rowe,02530000,2015,10,0,10,NA,NA,NA,NA
MA,rowe,02530000,2016,10,0,10,NA,NA,NA,NA
MA,rowe,02530000,2017,10,0,10,NA,NA,NA,NA
MA,rowe,02530000,2018,10,2,8,NA,NA,NA,NA
MA,salem,02580000,2013,451,315,0,0,97,39,0
MA,salem,02580000,2014,446,68,0,2,338,37,1
MA,salem,02580000,2015,434,8,0,9,372,43,2
MA,salem,02580000,2016,388,2,0,6,341,36,3
MA,salem,02580000,2017,374,6,0,16,313,38,1
MA,salem,02580000,2018,366,8,0,15,310,32,1
MA,sandwich,02610000,2013,218,NA,NA,NA,NA,NA,NA
MA,sandwich,02610000,2014,212,13,0,11,172,15,1
MA,sandwich,02610000,2015,225,9,0,28,183,3,2
MA,sandwich,02610000,2016,219,1,0,64,145,8,1
MA,sandwich,02610000,2017,231,1,0,66,158,6,0
MA,sandwich,02610000,2018,210,1,0,47,161,1,0
MA,saugus,02620000,2013,208,19,189,NA,NA,NA,NA
MA,saugus,02620000,2014,206,5,0,8,184,9,0
MA,saugus,02620000,2015,196,5,191,NA,NA,NA,NA
MA,saugus,02620000,2016,217,2,215,NA,NA,NA,NA
MA,saugus,02620000,2017,214,8,206,NA,NA,NA,NA
MA,saugus,02620000,2018,198,5,193,NA,NA,NA,NA
MA,savoy,02630000,2013,NA,NA,NA,NA,NA,NA,NA
MA,savoy,02630000,2014,4,0,4,NA,NA,NA,NA
MA,savoy,02630000,2015,5,0,5,NA,NA,NA,NA
MA,savoy,02630000,2016,6,0,6,NA,NA,NA,NA
MA,savoy,02630000,2017,6,0,6,NA,NA,NA,NA
MA,savoy,02630000,2018,6,0,6,NA,NA,NA,NA
MA,scituate,02640000,2013,NA,NA,NA,NA,NA,NA,NA
MA,scituate,02640000,2014,247,17,230,NA,NA,NA,NA
MA,scituate,02640000,2015,249,0,0,32,209,7,1
MA,scituate,02640000,2016,257,5,252,NA,NA,NA,NA
MA,scituate,02640000,2017,249,5,0,42,195,7,0
MA,scituate,02640000,2018,253,3,0,43,205,2,0
MA,seekonk,02650000,2013,NA,NA,NA,NA,NA,NA,NA
MA,seekonk,02650000,2014,153,1,152,NA,NA,NA,NA
MA,seekonk,02650000,2015,149,0,149,NA,NA,NA,NA
MA,seekonk,02650000,2016,154,0,0,14,137,3,0
MA,seekonk,02650000,2017,156,0,156,NA,NA,NA,NA
MA,seekonk,02650000,2018,160,0,0,16,141,2,1
MA,sharon,02660000,2013,NA,NA,NA,NA,NA,NA,NA
MA,sharon,02660000,2014,271,0,271,NA,NA,NA,NA
MA,sharon,02660000,2015,282,0,282,NA,NA,NA,NA
MA,sharon,02660000,2016,288,6,0,26,254,2,0
MA,sharon,02660000,2017,NA,NA,NA,NA,NA,NA,NA
MA,sharon,02660000,2018,266,0,0,49,210,7,0
MA,sherborn,02690000,2013,NA,NA,NA,NA,NA,NA,NA
MA,sherborn,02690000,2014,33,14,0,1,17,1,0
MA,sherborn,02690000,2015,33,2,0,3,27,1,0
MA,sherborn,02690000,2016,32,1,0,8,21,2,0
MA,sherborn,02690000,2017,35,3,32,NA,NA,NA,NA
MA,sherborn,02690000,2018,34,0,0,3,30,0,1
MA,shrewsbury,02710000,2013,NA,NA,NA,NA,NA,NA,NA
MA,shrewsbury,02710000,2014,355,177,0,0,175,3,0
MA,shrewsbury,02710000,2015,408,13,0,5,382,6,2
MA,shrewsbury,02710000,2016,392,3,0,7,376,6,0
MA,shrewsbury,02710000,2017,386,0,0,20,363,3,0
MA,shrewsbury,02710000,2018,406,0,0,20,375,11,0
MA,shutesbury,02720000,2013,NA,NA,NA,NA,NA,NA,NA
MA,shutesbury,02720000,2014,17,3,14,NA,NA,NA,NA
MA,shutesbury,02720000,2015,16,0,16,NA,NA,NA,NA
MA,shutesbury,02720000,2016,16,0,16,NA,NA,NA,NA
MA,shutesbury,02720000,2017,17,0,17,NA,NA,NA,NA
MA,shutesbury,02720000,2018,15,1,14,NA,NA,NA,NA
MA,somerset,02730000,2013,135,11,0,5,117,2,0
MA,somerset,02730000,2014,131,0,131,NA,NA,NA,NA
MA,somerset,02730000,2015,119,5,114,NA,NA,NA,NA
MA,somerset,02730000,2016,124,0,124,NA,NA,NA,NA
MA,somerset,02730000,2017,126,0,126,NA,NA,NA,NA
MA,somerset,02730000,2018,129,19,0,6,103,1,0
MA,somerville,02740000,2013,413,1,412,NA,NA,NA,NA
MA,somerville,02740000,2014,415,2,413,NA,NA,NA,NA
MA,somerville,02740000,2015,431,19,412,NA,NA,NA,NA
MA,somerville,02740000,2016,413,5,0,64,322,19,3
MA,somerville,02740000,2017,423,1,0,90,310,21,1
MA,somerville,02740000,2018,423,4,0,112,294,13,0
MA,southampton,02750000,2013,NA,NA,NA,NA,NA,NA,NA
MA,southampton,02750000,2014,42,29,13,NA,NA,NA,NA
MA,southampton,02750000,2015,37,1,36,NA,NA,NA,NA
MA,southampton,02750000,2016,39,0,39,NA,NA,NA,NA
MA,southampton,02750000,2017,38,0,38,NA,NA,NA,NA
MA,southampton,02750000,2018,39,0,39,NA,NA,NA,NA
MA,southborough,02760000,2013,NA,NA,NA,NA,NA,NA,NA
MA,southborough,02760000,2014,117,47,70,NA,NA,NA,NA
MA,southborough,02760000,2015,115,1,114,NA,NA,NA,NA
MA,southborough,02760000,2016,112,4,108,NA,NA,NA,NA
MA,southborough,02760000,2017,116,2,114,NA,NA,NA,NA
MA,southborough,02760000,2018,96,1,95,NA,NA,NA,NA
MA,southbridge,02770000,2013,171,35,136,NA,NA,NA,NA
MA,southbridge,02770000,2014,173,3,170,NA,NA,NA,NA
MA,southbridge,02770000,2015,173,22,151,NA,NA,NA,NA
MA,southbridge,02770000,2016,171,9,162,NA,NA,NA,NA
MA,southbridge,02770000,2017,183,20,163,NA,NA,NA,NA
MA,southbridge,02770000,2018,187,5,0,3,136,41,2
MA,south hadley,02780000,2013,159,33,0,8,97,16,5
MA,south hadley,02780000,2014,153,2,151,NA,NA,NA,NA
MA,south hadley,02780000,2015,155,0,155,NA,NA,NA,NA
MA,south hadley,02780000,2016,140,6,134,NA,NA,NA,NA
MA,south hadley,02780000,2017,143,9,134,NA,NA,NA,NA
MA,south hadley,02780000,2018,143,5,138,NA,NA,NA,NA
MA,springfield,02810000,2013,2279,270,0,243,1483,253,30
MA,springfield,02810000,2014,2183,89,2094,NA,NA,NA,NA
MA,springfield,02810000,2015,2115,120,0,249,1532,170,44
MA,springfield,02810000,2016,2133,294,0,254,1354,197,33
MA,springfield,02810000,2017,2150,267,0,239,1495,124,23
MA,springfield,02810000,2018,1871,45,0,205,1494,100,27
MA,stoneham,02840000,2013,NA,NA,NA,NA,NA,NA,NA
MA,stoneham,02840000,2014,190,98,0,2,83,7,0
MA,stoneham,02840000,2015,189,2,0,12,166,9,0
MA,stoneham,02840000,2016,189,1,0,19,163,6,0
MA,stoneham,02840000,2017,190,2,0,26,152,10,0
MA,stoneham,02840000,2018,193,8,0,19,162,4,0
MA,stoughton,02850000,2013,295,227,68,NA,NA,NA,NA
MA,stoughton,02850000,2014,293,3,0,15,268,7,0
MA,stoughton,02850000,2015,307,6,301,NA,NA,NA,NA
MA,stoughton,02850000,2016,306,0,0,12,284,9,1
MA,stoughton,02850000,2017,306,1,305,NA,NA,NA,NA
MA,stoughton,02850000,2018,304,0,0,20,272,11,1
MA,sturbridge,02870000,2013,NA,NA,NA,NA,NA,NA,NA
MA,sturbridge,02870000,2014,67,1,66,NA,NA,NA,NA
MA,sturbridge,02870000,2015,71,0,71,NA,NA,NA,NA
MA,sturbridge,02870000,2016,71,0,71,NA,NA,NA,NA
MA,sturbridge,02870000,2017,66,0,66,NA,NA,NA,NA
MA,sturbridge,02870000,2018,68,0,68,NA,NA,NA,NA
MA,sudbury,02880000,2013,222,92,130,NA,NA,NA,NA
MA,sudbury,02880000,2014,220,1,0,31,184,3,1
MA,sudbury,02880000,2015,217,1,0,44,167,4,1
MA,sudbury,02880000,2016,209,0,0,23,183,3,0
MA,sudbury,02880000,2017,213,0,0,28,183,2,0
MA,sudbury,02880000,2018,212,0,0,25,186,0,1
MA,sunderland,02890000,2013,NA,NA,NA,NA,NA,NA,NA
MA,sunderland,02890000,2014,20,0,20,NA,NA,NA,NA
MA,sunderland,02890000,2015,23,1,0,2,20,0,0
MA,sunderland,02890000,2016,24,0,0,4,20,0,0
MA,sunderland,02890000,2017,25,0,0,3,22,0,0
MA,sunderland,02890000,2018,25,0,0,5,20,0,0
MA,sutton,02900000,2013,NA,NA,NA,NA,NA,NA,NA
MA,sutton,02900000,2014,102,43,0,3,55,1,0
MA,sutton,02900000,2015,104,41,63,NA,NA,NA,NA
MA,sutton,02900000,2016,96,52,0,5,37,2,0
MA,sutton,02900000,2017,103,38,65,NA,NA,NA,NA
MA,sutton,02900000,2018,105,0,105,NA,NA,NA,NA
MA,swampscott,02910000,2013,184,112,72,NA,NA,NA,NA
MA,swampscott,02910000,2014,189,1,188,NA,NA,NA,NA
MA,swampscott,02910000,2015,188,2,186,NA,NA,NA,NA
MA,swampscott,02910000,2016,199,0,199,NA,NA,NA,NA
MA,swampscott,02910000,2017,200,4,196,NA,NA,NA,NA
MA,swampscott,02910000,2018,197,1,0,6,188,2,0
MA,swansea,02920000,2013,160,83,77,NA,NA,NA,NA
MA,swansea,02920000,2014,166,36,130,NA,NA,NA,NA
MA,swansea,02920000,2015,158,94,0,6,58,0,0
MA,swansea,02920000,2016,160,29,131,NA,NA,NA,NA
MA,swansea,02920000,2017,161,5,0,9,144,2,1
MA,swansea,02920000,2018,161,6,0,10,142,3,0
MA,taunton,02930000,2013,NA,NA,NA,NA,NA,NA,NA
MA,taunton,02930000,2014,518,0,518,NA,NA,NA,NA
MA,taunton,02930000,2015,539,4,535,NA,NA,NA,NA
MA,taunton,02930000,2016,545,12,0,23,498,12,0
MA,taunton,02930000,2017,544,10,0,27,498,8,1
MA,taunton,02930000,2018,544,4,0,46,482,11,1
MA,tewksbury,02950000,2013,NA,NA,NA,NA,NA,NA,NA
MA,tewksbury,02950000,2014,253,43,210,NA,NA,NA,NA
MA,tewksbury,02950000,2015,253,118,135,NA,NA,NA,NA
MA,tewksbury,02950000,2016,258,102,156,NA,NA,NA,NA
MA,tewksbury,02950000,2017,261,49,212,NA,NA,NA,NA
MA,tewksbury,02950000,2018,262,0,262,NA,NA,NA,NA
MA,tisbury,02960000,2013,41,33,8,NA,NA,NA,NA
MA,tisbury,02960000,2014,43,0,43,NA,NA,NA,NA
MA,tisbury,02960000,2015,44,1,43,NA,NA,NA,NA
MA,tisbury,02960000,2016,43,0,0,4,39,0,0
MA,tisbury,02960000,2017,43,0,0,8,35,0,0
MA,tisbury,02960000,2018,43,0,0,6,37,0,0
MA,topsfield,02980000,2013,NA,NA,NA,NA,NA,NA,NA
MA,topsfield,02980000,2014,55,28,27,NA,NA,NA,NA
MA,topsfield,02980000,2015,51,1,0,11,37,2,0
MA,topsfield,02980000,2016,54,0,54,NA,NA,NA,NA
MA,topsfield,02980000,2017,52,0,52,NA,NA,NA,NA
MA,topsfield,02980000,2018,53,0,0,12,41,0,0
MA,truro,03000000,2013,17,6,11,NA,NA,NA,NA
MA,truro,03000000,2014,17,0,17,NA,NA,NA,NA
MA,truro,03000000,2015,17,0,17,NA,NA,NA,NA
MA,truro,03000000,2016,17,0,17,NA,NA,NA,NA
MA,truro,03000000,2017,17,0,17,NA,NA,NA,NA
MA,truro,03000000,2018,18,0,18,NA,NA,NA,NA
MA,tyngsborough,03010000,2013,138,67,71,NA,NA,NA,NA
MA,tyngsborough,03010000,2014,135,5,130,NA,NA,NA,NA
MA,tyngsborough,03010000,2015,136,0,136,NA,NA,NA,NA
MA,tyngsborough,03010000,2016,133,2,131,NA,NA,NA,NA
MA,tyngsborough,03010000,2017,127,0,127,NA,NA,NA,NA
MA,tyngsborough,03010000,2018,133,0,133,NA,NA,NA,NA
MA,uxbridge,03040000,2013,136,125,0,0,10,1,0
MA,uxbridge,03040000,2014,129,1,0,17,102,9,0
MA,uxbridge,03040000,2015,127,0,127,NA,NA,NA,NA
MA,uxbridge,03040000,2016,128,1,0,25,98,4,0
MA,uxbridge,03040000,2017,134,0,134,NA,NA,NA,NA
MA,uxbridge,03040000,2018,130,4,0,18,104,4,0
MA,wakefield,03050000,2013,253,132,121,NA,NA,NA,NA
MA,wakefield,03050000,2014,256,3,0,11,235,7,0
MA,wakefield,03050000,2015,262,2,0,15,236,9,0
MA,wakefield,03050000,2016,274,3,0,16,243,12,0
MA,wakefield,03050000,2017,275,0,0,21,243,10,1
MA,wakefield,03050000,2018,256,3,0,12,234,7,0
MA,wales,03060000,2013,NA,NA,NA,NA,NA,NA,NA
MA,wales,03060000,2014,15,1,14,NA,NA,NA,NA
MA,wales,03060000,2015,13,0,13,NA,NA,NA,NA
MA,wales,03060000,2016,14,0,14,NA,NA,NA,NA
MA,wales,03060000,2017,14,0,14,NA,NA,NA,NA
MA,wales,03060000,2018,13,0,13,NA,NA,NA,NA
MA,walpole,03070000,2013,NA,NA,NA,NA,NA,NA,NA
MA,walpole,03070000,2014,292,18,274,NA,NA,NA,NA
MA,walpole,03070000,2015,301,3,298,NA,NA,NA,NA
MA,walpole,03070000,2016,292,1,0,12,274,5,0
MA,walpole,03070000,2017,286,0,0,10,270,6,0
MA,walpole,03070000,2018,289,0,0,11,271,6,1
MA,waltham,03080000,2013,454,12,0,25,378,36,3
MA,waltham,03080000,2014,479,14,0,58,385,18,4
MA,waltham,03080000,2015,472,5,0,59,383,24,1
MA,waltham,03080000,2016,481,4,0,58,400,17,2
MA,waltham,03080000,2017,494,6,0,58,416,10,4
MA,waltham,03080000,2018,523,3,0,52,441,22,5
MA,ware,03090000,2013,92,40,52,NA,NA,NA,NA
MA,ware,03090000,2014,92,2,90,NA,NA,NA,NA
MA,ware,03090000,2015,91,4,0,15,68,4,0
MA,ware,03090000,2016,90,1,0,11,75,3,0
MA,ware,03090000,2017,85,1,84,NA,NA,NA,NA
MA,ware,03090000,2018,88,1,87,NA,NA,NA,NA
MA,wareham,03100000,2013,239,15,0,31,178,15,0
MA,wareham,03100000,2014,241,17,224,NA,NA,NA,NA
MA,wareham,03100000,2015,217,15,0,33,159,8,2
MA,wareham,03100000,2016,207,7,0,44,149,5,2
MA,wareham,03100000,2017,199,12,0,43,140,4,0
MA,wareham,03100000,2018,199,12,0,37,135,13,2
MA,watertown,03140000,2013,NA,NA,NA,NA,NA,NA,NA
MA,watertown,03140000,2014,225,27,0,7,185,5,1
